tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,data_type,year
1968-9297,Shreveport WCT,Hard,8.0,A,19680208,295,100069,,,Dennis Ralston,R,188.0,USA,25.5,100055,,,Cliff Drysdale,R,188.0,RSA,26.7,31-12,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9297,Shreveport WCT,Hard,8.0,A,19680208,294,100100,,,Tony Roche,L,178.0,AUS,22.7,100057,,,Pierre Barthes,R,,FRA,26.4,31-21,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9297,Shreveport WCT,Hard,8.0,A,19680208,299,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,100087,,,John Newcombe,R,183.0,AUS,23.7,31-29,3,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9297,Shreveport WCT,Hard,8.0,A,19680208,298,100069,,,Dennis Ralston,R,188.0,USA,25.5,100100,,,Tony Roche,L,178.0,AUS,22.7,31-25,3,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-681,Miami WCT,Carpet,8.0,A,19680209,300,100057,,,Pierre Barthes,R,,FRA,26.4,100055,,,Cliff Drysdale,R,188.0,RSA,26.7,16-31 31-20 5-1,3,BR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-681,Miami WCT,Carpet,8.0,A,19680209,299,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,100100,,,Tony Roche,L,178.0,AUS,22.7,31-22 31-26,3,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-681,Miami WCT,Carpet,8.0,A,19680209,296,100057,,,Pierre Barthes,R,,FRA,26.4,100037,,,Nikola Pilic,L,191.0,CRO,28.4,25-31 31-23 5-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-681,Miami WCT,Carpet,8.0,A,19680209,295,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,100087,,,John Newcombe,R,183.0,AUS,23.7,31-27 31-26,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-681,Miami WCT,Carpet,8.0,A,19680209,294,100055,,,Cliff Drysdale,R,188.0,RSA,26.7,100058,,,Roger Taylor,L,183.0,GBR,26.3,31-29 31-24,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-681,Miami WCT,Carpet,8.0,A,19680209,293,100100,,,Tony Roche,L,178.0,AUS,22.7,100069,,,Dennis Ralston,R,188.0,USA,25.5,31-22 31-22,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-681,Miami WCT,Carpet,8.0,A,19680209,298,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,100057,,,Pierre Barthes,R,,FRA,26.4,27-31 31-18 5-3,3,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-681,Miami WCT,Carpet,8.0,A,19680209,297,100100,,,Tony Roche,L,178.0,AUS,22.7,100055,,,Cliff Drysdale,R,188.0,RSA,26.7,23-31 31-30 5-3,3,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T107,Pittsburgh Indoors,Carpet,,A,19680210,105,100073,,,Mark Cox,L,185.0,GBR,24.6,100144,,,Bob Lutz,R,180.0,USA,20.4,6-4 2-6 7-5,3,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T107,Pittsburgh Indoors,Carpet,,A,19680210,101,100073,,,Mark Cox,L,185.0,GBR,24.6,100126,,,Stan Smith,R,193.0,USA,21.1,6-3 7-5,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T107,Pittsburgh Indoors,Carpet,,A,19680210,102,100061,,,Tom Edlefsen,R,188.0,USA,26.1,100009,,,Istvan Gulyas,R,,HUN,36.3,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T107,Pittsburgh Indoors,Carpet,,A,19680210,103,100144,,,Bob Lutz,R,180.0,USA,20.4,100141,,,Zeljko Franulovic,R,,CRO,20.6,8-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T107,Pittsburgh Indoors,Carpet,,A,19680210,104,109823,,,Ron Holmberg,R,185.0,USA,30.0,100039,,,Boro Jovanovic,R,,CRO,28.3,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,300,100128,,,Cliff Richey,R,175.0,USA,21.1,100078,,,Clark Graebner,R,188.0,USA,24.2,6-4 6-4 6-4,5,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,297,100078,,,Clark Graebner,R,188.0,USA,24.2,100144,,,Bob Lutz,R,180.0,USA,20.4,6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,296,100081,,,Charlie Pasarell,R,185.0,USA,24.0,100060,,,Marty Riessen,R,185.0,USA,26.1,7-5 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,295,100128,,,Cliff Richey,R,175.0,USA,21.1,109812,,,Jan Leschly,L,,DEN,27.4,1-6 6-4 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,294,100126,,,Stan Smith,R,193.0,USA,21.1,100074,,,Arthur Ashe,R,185.0,USA,24.5,7-5 8-6,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,293,100074,,,Arthur Ashe,R,185.0,USA,24.5,100011,,,Torben Ulrich,L,180.0,DEN,39.3,6-2 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,292,100078,,,Clark Graebner,R,188.0,USA,24.2,100182,,,Mike Estep,R,173.0,USA,18.5,1-0 RET,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,291,109812,,,Jan Leschly,L,,DEN,27.4,100027,,,Gene Scott,R,185.0,USA,30.1,8-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,290,100144,,,Bob Lutz,R,180.0,USA,20.4,100049,,,Jim Mcmanus,L,175.0,USA,27.4,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,289,100081,,,Charlie Pasarell,R,185.0,USA,24.0,109775,,,Robert Wilson,R,,GBR,32.2,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,288,100128,,,Cliff Richey,R,175.0,USA,21.1,100073,,,Mark Cox,L,185.0,GBR,24.6,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,287,100060,,,Marty Riessen,R,185.0,USA,26.1,110373,,,Rafael Osuna,R,,MEX,29.4,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,286,100126,,,Stan Smith,R,193.0,USA,21.1,100039,,,Boro Jovanovic,R,,CRO,28.3,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,285,100074,,,Arthur Ashe,R,185.0,USA,24.5,100134,,,Roy Barth,R,175.0,USA,20.8,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,284,100073,,,Mark Cox,L,185.0,GBR,24.6,109823,,,Ron Holmberg,R,185.0,USA,30.0,11-9 1-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,283,100182,,,Mike Estep,R,173.0,USA,18.5,109879,,,Jose Luis Arillla,R,,ESP,26.9,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,282,100078,,,Clark Graebner,R,188.0,USA,24.2,202567,,,Lenny Schloss,R,,USA,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,281,100039,,,Boro Jovanovic,R,,CRO,28.3,109759,,,Michael Sangster,R,,GBR,27.4,21-19 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,280,109812,,,Jan Leschly,L,,DEN,27.4,100127,,,Tom Gorman,R,180.0,USA,22.0,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,279,100144,,,Bob Lutz,R,180.0,USA,20.4,110120,,,Gary Rose,R,,USA,22.5,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,278,100049,,,Jim Mcmanus,L,175.0,USA,27.4,100084,,,Tom Okker,R,178.0,NED,23.9,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,277,110373,,,Rafael Osuna,R,,MEX,29.4,100132,,,Armistead Neely,R,,USA,20.9,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,276,100081,,,Charlie Pasarell,R,185.0,USA,24.0,100070,,,Jan Kukal,R,,CZE,25.4,6-4 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,275,100128,,,Cliff Richey,R,175.0,USA,21.1,109749,,,Pancho Guzman,R,,ECU,21.7,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,274,100060,,,Marty Riessen,R,185.0,USA,26.1,100141,,,Zeljko Franulovic,R,,CRO,20.6,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,273,100027,,,Gene Scott,R,185.0,USA,30.1,100072,,,Bailey Brown,R,,USA,24.6,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,272,100126,,,Stan Smith,R,193.0,USA,21.1,100061,,,Tom Edlefsen,R,188.0,USA,26.1,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,271,100011,,,Torben Ulrich,L,180.0,DEN,39.3,100186,,,Jeff Borowiak,R,193.0,USA,18.3,6-2 3-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,270,109775,,,Robert Wilson,R,,GBR,32.2,109932,,,Chuck Mckinley,R,,USA,27.1,9-7 10-8,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,269,109879,,,Jose Luis Arillla,R,,ESP,26.9,100212,,,F D Robbins,R,,USA,17.6,6-0 8-6,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,268,100134,,,Roy Barth,R,175.0,USA,20.8,210814,,,Yoshihiko Shimazaki,U,,JPN,,6-1 6-1,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,267,100186,,,Jeff Borowiak,R,193.0,USA,18.3,100174,,,Manuel Orantes,L,178.0,ESP,19.0,13-11 3-6 1-0 RET,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,266,100061,,,Tom Edlefsen,R,188.0,USA,26.1,100113,,,Jan Kodes,R,175.0,CZE,21.9,3-6 6-3 6-2,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,265,100182,,,Mike Estep,R,173.0,USA,18.5,100099,,,Thomaz Koch,L,,BRA,22.7,1-6 6-4 8-6,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,264,100078,,,Clark Graebner,R,188.0,USA,24.2,210815,,,Javier Sanjines,U,,USA,,6-0 6-0,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,263,100039,,,Boro Jovanovic,R,,CRO,28.3,100145,,,Dick Dell,R,,USA,20.3,3-6 6-2 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,262,100144,,,Bob Lutz,R,180.0,USA,20.4,100094,,,Jim Osborne,R,185.0,USA,23.0,3-6 6-1 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,261,100049,,,Jim Mcmanus,L,175.0,USA,27.4,100234,,,Allan McDonald,R,,AUS,16.9,6-4 6-1,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,260,110120,,,Gary Rose,R,,USA,22.5,100009,,,Istvan Gulyas,R,,HUN,36.3,8-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,259,109759,,,Michael Sangster,R,,GBR,27.4,109811,,,Chum Steele Iii,R,,USA,23.9,6-1 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,258,202567,,,Lenny Schloss,R,,USA,,109752,,,Ingo Buding,R,,GER,26.0,7-9 6-1 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,257,100126,,,Stan Smith,R,193.0,USA,21.1,100244,,,John Alexander,R,190.0,AUS,16.6,6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,256,100011,,,Torben Ulrich,L,180.0,DEN,39.3,100217,,,Bob Mckinley,R,,USA,17.5,6-4 6-2,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,299,100078,,,Clark Graebner,R,188.0,USA,24.2,100081,,,Charlie Pasarell,R,185.0,USA,24.0,16-14 4-6 8-6 4-6 6-3,5,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-355,Salisbury,Hard,64.0,A,19680212,298,100128,,,Cliff Richey,R,175.0,USA,21.1,100126,,,Stan Smith,R,193.0,USA,21.1,7-5 12-10 6-3,5,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,300,100048,,,Earl Butch Buchholz,R,188.0,USA,27.4,100069,,,Dennis Ralston,R,188.0,USA,25.5,31-28,3,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,299,100057,,,Pierre Barthes,R,,FRA,26.4,100037,,,Nikola Pilic,L,191.0,CRO,28.4,28-31 31-26,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,298,100048,,,Earl Butch Buchholz,R,188.0,USA,27.4,100087,,,John Newcombe,R,183.0,AUS,23.7,31-26 31-19,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,297,100055,,,Cliff Drysdale,R,188.0,RSA,26.7,100058,,,Roger Taylor,L,183.0,GBR,26.3,31-26 31-20,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,296,100069,,,Dennis Ralston,R,188.0,USA,25.5,100100,,,Tony Roche,L,178.0,AUS,22.7,31-21 25-31,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,295,100057,,,Pierre Barthes,R,,FRA,26.4,100048,,,Earl Butch Buchholz,R,188.0,USA,27.4,31-24 25-31,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,294,100037,,,Nikola Pilic,L,191.0,CRO,28.4,100087,,,John Newcombe,R,183.0,AUS,23.7,27-31 31-22,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,293,100069,,,Dennis Ralston,R,188.0,USA,25.5,100055,,,Cliff Drysdale,R,188.0,RSA,26.7,31-28 31-19,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,292,100100,,,Tony Roche,L,178.0,AUS,22.7,100058,,,Roger Taylor,L,183.0,GBR,26.3,17-31 31-13,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,291,100057,,,Pierre Barthes,R,,FRA,26.4,100087,,,John Newcombe,R,183.0,AUS,23.7,25-31 31-17,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,290,100048,,,Earl Butch Buchholz,R,188.0,USA,27.4,100037,,,Nikola Pilic,L,191.0,CRO,28.4,31-22 31-24,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,289,100055,,,Cliff Drysdale,R,188.0,RSA,26.7,100100,,,Tony Roche,L,178.0,AUS,22.7,31-27 31-27,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9298,Houston WCT,Carpet,8.0,A,19680213,288,100069,,,Dennis Ralston,R,188.0,USA,25.5,100058,,,Roger Taylor,L,183.0,GBR,26.3,31-28 31-25,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,300,100055,,,Cliff Drysdale,R,188.0,RSA,26.7,100087,,,John Newcombe,R,183.0,AUS,23.7,31-28,3,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,299,100057,,,Pierre Barthes,R,,FRA,26.4,100037,,,Nikola Pilic,L,191.0,CRO,28.4,31-23 17-31 5-1,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,298,100055,,,Cliff Drysdale,R,188.0,RSA,26.7,100058,,,Roger Taylor,L,183.0,GBR,26.3,30-31 31-24 5-4,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,297,100087,,,John Newcombe,R,183.0,AUS,23.7,100048,,,Earl Butch Buchholz,R,188.0,USA,27.4,31-23 31-20,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,296,100069,,,Dennis Ralston,R,188.0,USA,25.5,100100,,,Tony Roche,L,178.0,AUS,22.7,31-23 31-15,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,295,100057,,,Pierre Barthes,R,,FRA,26.4,100048,,,Earl Butch Buchholz,R,188.0,USA,27.4,31-25 31-27,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,294,100055,,,Cliff Drysdale,R,188.0,RSA,26.7,100069,,,Dennis Ralston,R,188.0,USA,25.5,31-24 31-29,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,293,100087,,,John Newcombe,R,183.0,AUS,23.7,100037,,,Nikola Pilic,L,191.0,CRO,28.4,31-28 31-27,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,292,100100,,,Tony Roche,L,178.0,AUS,22.7,100058,,,Roger Taylor,L,183.0,GBR,26.3,31-26 31-30,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,291,100055,,,Cliff Drysdale,R,188.0,RSA,26.7,100100,,,Tony Roche,L,178.0,AUS,22.7,31-29,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,290,100087,,,John Newcombe,R,183.0,AUS,23.7,100057,,,Pierre Barthes,R,,FRA,26.4,31-27,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,289,100037,,,Nikola Pilic,L,191.0,CRO,28.4,100048,,,Earl Butch Buchholz,R,188.0,USA,27.4,31-22,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9299,New Orleans WCT,Carpet,8.0,A,19680216,288,100058,,,Roger Taylor,L,183.0,GBR,26.3,100069,,,Dennis Ralston,R,188.0,USA,25.5,31-28,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,300,109812,5.0,,Jan Leschly,L,,DEN,27.4,109759,7.0,,Michael Sangster,R,,GBR,27.4,6-3 6-4 5-7 6-4,5,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,297,109759,7.0,,Michael Sangster,R,,GBR,27.4,100128,1.0,,Cliff Richey,R,175.0,USA,21.1,7-5 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,296,100078,2.0,,Clark Graebner,R,188.0,USA,24.2,100049,,,Jim Mcmanus,L,175.0,USA,27.4,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,295,100070,,,Jan Kukal,R,,CZE,25.4,100060,3.0,,Marty Riessen,R,185.0,USA,26.2,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,294,109812,5.0,,Jan Leschly,L,,DEN,27.4,109823,4.0,,Ron Holmberg,R,185.0,USA,30.0,12-10 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,293,100128,1.0,,Cliff Richey,R,175.0,USA,21.1,109749,,,Pancho Guzman,R,,ECU,21.7,3-6 6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,292,100078,2.0,,Clark Graebner,R,188.0,USA,24.2,100141,,,Zeljko Franulovic,R,,CRO,20.6,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,291,100060,3.0,,Marty Riessen,R,185.0,USA,26.2,100094,,,Jim Osborne,R,185.0,USA,23.0,6-4 8-6,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,290,109823,4.0,,Ron Holmberg,R,185.0,USA,30.0,100113,,,Jan Kodes,R,175.0,CZE,21.9,4-6 8-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,289,109812,5.0,,Jan Leschly,L,,DEN,27.4,109879,,,Jose Luis Arillla,R,,ESP,26.9,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,288,100070,,,Jan Kukal,R,,CZE,25.4,100084,6.0,,Tom Okker,R,178.0,NED,23.9,3-6 6-4 8-6,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,287,109759,7.0,,Michael Sangster,R,,GBR,27.4,100011,,,Torben Ulrich,L,180.0,DEN,39.3,11-9 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,286,100049,,,Jim Mcmanus,L,175.0,USA,27.4,100073,8.0,,Mark Cox,L,185.0,GBR,24.6,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,285,100060,3.0,,Marty Riessen,R,185.0,USA,26.2,100039,,,Boro Jovanovic,R,,CRO,28.3,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,284,109823,4.0,,Ron Holmberg,R,185.0,USA,30.0,100009,,,Istvan Gulyas,R,,HUN,36.3,6-3 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,283,109812,5.0,,Jan Leschly,L,,DEN,27.4,100061,,,Tom Edlefsen,R,188.0,USA,26.1,6-4 3-6 8-6,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,282,100084,6.0,,Tom Okker,R,178.0,NED,23.9,100174,,,Manuel Orantes,L,178.0,ESP,19.0,3-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,281,109879,,,Jose Luis Arillla,R,,ESP,26.9,100072,,,Bailey Brown,R,,USA,24.6,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,280,100113,,,Jan Kodes,R,175.0,CZE,21.9,109775,,,Robert Wilson,R,,GBR,32.2,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,279,100070,,,Jan Kukal,R,,CZE,25.4,210807,,,Bill Shippey,U,,USA,,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-2066,Macon,Hard,32.0,A,19680220,278,100094,,,Jim Osborne,R,185.0,USA,23.0,109752,,,Ingo Buding,R,,GER,26.1,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
