ATP,Location,Tournament,Date,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,CBW,CBL,EXW,EXL,UBW,UBL,LBW,LBL,SJW,SJL,IWW,IWL,GBW,GBL,SBW,SBL,B&WW,B&WL,Surface_Clay,Surface_Grass,Surface_Hard,Round_2nd Round,Round_3rd Round,Round_4th Round,Round_Quarterfinals,Round_Round Robin,Round_Semifinals,Round_The Final,Court_Outdoor,Series_ATP250,Series_ATP500,Series_Grand Slam,Series_International,Series_International Gold,Series_Masters,Series_Masters 1000,Series_Masters Cup,Player1,Player2,P1Rank,P2Rank,P1Pts,P2Pts,Label,H2H_P1_Wins,H2H_Total,H2H_P1_WinRate,H2H_P1_GamesWonRatio,H2H_P1_SetsWonRatio,P1_Matches_7Days,P2_Matches_7Days,P1_Matches_14Days,P2_Matches_14Days,P1_Games_7Days,P2_Games_7Days,P1_WinLoss_7Days,P2_WinLoss_7Days,P1_GamesWonRatio_7Days,P2_GamesWonRatio_7Days,P1_GamesWonRatio_14Days,P2_GamesWonRatio_14Days,P1_GamesPlayed_7Days,P2_GamesPlayed_14Days,P1_SetsPlayed_7Days,P2_SetsPlayed_7Days,P1_SetsPlayed_14Days,P2_SetsPlayed_14Days,P1_Days_Since_Last,P2_Days_Since_Last,P1_GamesPlayed_14Days,P2_GamesPlayed_7Days,Log_P1Rank,Log_P2Rank
13,Mexico City,Mexican Open,2/21/00,3,gaudio g.,clavet f.,65,42,0,0,6,3,6,1,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,clavet f.,gaudio g.,42,65,0,0,0,0,0,0.5,0.5,0.5,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.4074074074074074,0.5,0,0,0,0,3,0,14,35,27,0,3.7612001156935624,4.189654742026425
13,Mexico City,Mexican Open,2/21/00,3,fromberg r.,sa a.,70,90,0,0,4,6,6,2,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,sa a.,fromberg r.,90,70,0,0,0,1,1,1,0.5652173913043478,1,5,2,5,3,111,49,0.8,0.5,0.5855855855855856,0.4897959183673469,0.5855855855855856,0.5128205128205128,111,78,11,5,11,8,7,7,111,49,4.510859507,4.2626798770413155
13,Mexico City,Mexican Open,2/21/00,3,chela j.i.,black b.,129,56,0,0,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,black b.,chela j.i.,56,129,0,0,0,0,0,0.5,0.5,0.5,5,0,6,0,114,0,0.8,0.5,0.5701754385964912,0.5,0.5407407407407407,0.5,114,0,12,0,14,0,7,100,135,0,4.043051268,4.867534450455582
13,Mexico City,Mexican Open,2/21/00,3,sargsian s.,viloca j.a.,57,143,0,0,3,6,6,4,6,1,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,sargsian s.,viloca j.a.,57,143,0,0,1,0,0,0.5,0.5,0.5,3,0,5,0,53,0,0.6666666666666666,0.5,0.6037735849056604,0.5,0.5825242718446602,0.5,53,0,6,0,11,0,7,100,103,0,4.060443010546419,4.969813299576001
13,Mexico City,Mexican Open,2/21/00,3,agenor r.,diaz j.,91,87,0,0,6,3,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,diaz j.,agenor r.,87,91,0,0,0,0,0,0.5,0.5,0.5,0,1,2,3,0,17,0.5,0,0.5,0.2941176470588235,0.5121951219512195,0.4464285714285714,0,56,0,2,4,6,14,7,41,17,4.477336814478207,4.5217885770490405
13,Mexico City,Mexican Open,2/21/00,3,hernandez a.,tieleman l.,243,101,0,0,6,2,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,hernandez a.,tieleman l.,243,101,0,0,1,0,0,0.5,0.5,0.5,0,3,0,4,0,63,0.5,0.6666666666666666,0.5,0.5079365079365079,0.5,0.4761904761904761,0,84,0,7,0,9,100,7,0,63,5.497168225293202,4.624972813284271
13,Mexico City,Mexican Open,2/21/00,3,squillari f.,blanco g.,46,75,0,0,3,6,6,4,6,1,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,blanco g.,squillari f.,75,46,0,0,0,0,0,0.5,0.5,0.5,0,0,2,1,0,0,0.5,0.5,0.5,0.5,0.5365853658536586,0.4166666666666667,0,24,0,0,5,2,14,14,41,0,4.330733340286331,3.8501476017100584
13,Mexico City,Mexican Open,2/21/00,3,chela j.i.,hantschk m.,129,103,0,0,6,3,7,6,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,hantschk m.,chela j.i.,103,129,0,0,0,0,0,0.5,0.5,0.5,2,1,2,1,50,17,0.5,1,0.5,0.7058823529411765,0.5,0.7058823529411765,50,17,5,2,5,2,7,100,50,17,4.6443908991413725,4.867534450455582
13,Mexico City,Mexican Open,2/21/00,3,canas g.,meligeni f.,74,29,0,0,6,2,4,6,6,3,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,canas g.,meligeni f.,74,29,0,0,1,0,0,0.5,0.5,0.5,0,1,1,1,0,26,0.5,1,0.5,0.5384615384615384,0.5,0.5384615384615384,0,26,0,2,3,2,14,35,36,26,4.317488114,3.4011973816621555
13,Mexico City,Mexican Open,2/21/00,3,gaudio g.,hernandez a.,65,243,0,0,3,6,6,3,6,3,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,hernandez a.,gaudio g.,243,65,0,0,0,0,0,0.5,0.5,0.5,1,1,1,1,18,16,1,1,0.6666666666666666,0.75,0.6666666666666666,0.75,18,16,2,2,2,2,100,35,18,16,5.497168225293202,4.189654742026425
13,Mexico City,Mexican Open,2/21/00,3,hantschk m.,stanoytchev o.,103,107,0,0,6,3,1,6,6,2,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,hantschk m.,stanoytchev o.,103,107,0,0,1,0,0,0.5,0.5,0.5,3,2,3,3,72,52,0.3333333333333333,0.5,0.4722222222222222,0.4230769230769231,0.4722222222222222,0.4487179487179487,72,78,7,5,7,8,7,7,72,52,4.6443908991413725,4.682131227
13,Mexico City,Mexican Open,2/21/00,3,koubek s.,fromberg r.,38,70,0,0,6,7,6,4,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,koubek s.,fromberg r.,38,70,0,0,1,0,0,0.5,0.5,0.5,1,3,3,4,16,77,1,0.6666666666666666,0.75,0.5194805194805194,0.5714285714285714,0.5283018867924528,16,106,2,8,6,11,14,7,49,77,3.6635616461296463,4.2626798770413155
13,Mexico City,Mexican Open,2/21/00,3,lapentti n.,sargsian s.,9,57,0,0,6,7,6,4,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,lapentti n.,sargsian s.,9,57,0,0,1,0,0,0.5,0.5,0.5,2,4,4,6,39,79,0.5,0.75,0.5128205128205128,0.5949367088607594,0.52,0.5813953488372093,39,129,4,9,8,14,7,7,75,79,2.302585092994046,4.060443010546419
13,Mexico City,Mexican Open,2/21/00,3,puerta m.,gumy h.,128,67,0,0,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,gumy h.,puerta m.,67,128,0,0,0,0,0,0.5,0.5,0.5,3,1,5,1,58,22,0.6666666666666666,1,0.4827586206896552,0.5909090909090909,0.5087719298245614,0.5909090909090909,58,22,6,2,11,2,7,35,114,22,4.219507705176107,4.859812404361672
13,Mexico City,Mexican Open,2/21/00,3,squillari f.,agenor r.,46,91,0,0,7,5,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,squillari f.,agenor r.,46,91,0,0,1,0,0,0.5,0.5,0.5,1,2,2,4,26,36,1,0.5,0.5769230769230769,0.4722222222222222,0.5,0.4933333333333333,26,75,3,4,5,8,14,7,50,36,3.8501476017100584,4.5217885770490405
13,Mexico City,Mexican Open,2/21/00,3,koubek s.,gaudio g.,38,65,0,0,7,6,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,gaudio g.,koubek s.,65,38,0,0,0,0,0,0.5,0.5,0.5,2,2,2,4,43,49,1,1,0.627906977,0.6122448979591837,0.627906977,0.5609756097560976,43,82,5,5,5,9,35,14,43,49,4.189654742026425,3.6635616461296463
13,Mexico City,Mexican Open,2/21/00,3,puerta m.,canas g.,128,74,0,0,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,canas g.,puerta m.,74,128,0,0,0,0,0,0.5,0.5,0.5,1,2,2,2,27,42,1,1,0.5925925925925926,0.5952380952380952,0.5396825396825397,0.5952380952380952,27,42,3,4,6,4,14,35,63,42,4.317488114,4.859812404361672
13,Mexico City,Mexican Open,2/21/00,3,squillari f.,lapentti n.,46,9,0,0,6,4,7,6,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,lapentti n.,squillari f.,9,46,0,0,0,0,0,0.5,0.5,0.5,3,2,5,3,72,46,0.6666666666666666,1,0.5277777777777778,0.6086956521739131,0.5277777777777778,0.5428571428571428,72,70,7,5,11,7,7,14,108,46,2.302585092994046,3.8501476017100584
13,Mexico City,Mexican Open,2/21/00,3,chela j.i.,puerta m.,129,128,0,0,6,4,7,6,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,puerta m.,chela j.i.,128,129,0,0,0,0,0,0.5,0.5,0.5,3,2,3,2,59,39,1,1,0.6271186440677966,0.6410256410256411,0.6271186440677966,0.6410256410256411,59,39,6,4,6,4,35,100,59,39,4.859812404361672,4.867534450455582
13,Mexico City,Mexican Open,2/21/00,3,puerta m.,squillari f.,128,46,0,0,6,4,6,1,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,squillari f.,puerta m.,46,128,0,0,0,0,0,0.5,0.5,0.5,3,4,4,4,69,82,1,0.75,0.5942028985507246,0.573170732,0.5483870967741935,0.573170732,69,82,7,8,9,8,14,35,93,82,3.8501476017100584,4.859812404361672
12,London,AXA Cup,2/21/00,3,rosset m.,kafelnikov y.,72,3,0,0,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,rosset m.,kafelnikov y.,72,3,0,0,1,0,0,0.5,0.5,0.5,0,4,5,6,0,95,0.5,0.75,0.5,0.5684210526315789,0.5826086956521739,0.5277777777777778,0,144,0,10,12,15,14,7,115,95,4.290459441148391,1.3862943611198906
13,Mexico City,Mexican Open,2/21/00,3,chela j.i.,koubek s.,129,38,0,0,7,6,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,chela j.i.,koubek s.,129,38,0,0,1,0,0,0.5,0.5,0.5,3,3,3,5,62,72,1,1,0.6129032258064516,0.5972222222222222,0.6129032258064516,0.5619047619047619,62,105,6,7,6,11,100,14,62,72,4.867534450455582,3.6635616461296463
13,Mexico City,Mexican Open,2/21/00,3,stanoytchev o.,di pasquale a.,107,55,0,0,6,1,7,5,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,stanoytchev o.,di pasquale a.,107,55,0,0,1,0,0,0.5,0.5,0.5,3,0,4,1,76,0,0.3333333333333333,0.5,0.4342105263157895,0.5,0.4509803921568627,0.35,76,20,8,0,11,2,7,14,102,0,4.682131227,4.025351691
12,London,AXA Cup,2/21/00,3,rosset m.,enqvist t.,72,12,0,0,7,5,1,6,6,3,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,enqvist t.,rosset m.,12,72,0,0,0,0,0,0.5,0.5,0.5,1,1,3,6,22,20,0,1,0.4090909090909091,0.6,0.4722222222222222,0.5851851851851851,22,135,2,2,7,14,7,14,72,20,2.5649493574615367,4.290459441148391
13,Mexico City,Mexican Open,2/21/00,3,chela j.i.,kuerten g.,129,6,0,0,3,6,7,6,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,kuerten g.,chela j.i.,6,129,0,0,0,0,0,0.5,0.5,0.5,1,4,1,4,28,84,1,1,0.5357142857142857,0.6071428571428571,0.5357142857142857,0.6071428571428571,28,84,3,8,3,8,35,100,28,84,1.9459101490553132,4.867534450455582
12,London,AXA Cup,2/21/00,3,rusedski g.,zabaleta m.,15,32,0,0,6,4,7,5,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,rusedski g.,zabaleta m.,15,32,0,0,1,0,0,0.5,0.5,0.5,3,1,3,1,76,17,0.6666666666666666,0,0.5394736842105263,0.2941176470588235,0.5394736842105263,0.2941176470588235,76,17,7,2,7,2,7,7,76,17,2.772588722239781,3.496507561
12,London,AXA Cup,2/21/00,3,arazi h.,gambill j.m.,27,60,0,0,6,4,7,5,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,arazi h.,gambill j.m.,27,60,0,0,1,0,0,0.5,0.5,0.5,0,2,2,3,0,45,0.5,0.5,0.5,0.5777777777777777,0.55,0.5151515151515151,0,66,0,5,5,7,14,7,40,45,3.332204510175204,4.110873864173311
12,London,AXA Cup,2/21/00,3,enqvist t.,voinea a.,12,78,0,0,6,1,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,enqvist t.,voinea a.,12,78,0,0,1,0,0,0.5,0.5,0.5,2,1,4,2,50,17,0,0,0.46,0.2941176470588235,0.48,0.358974359,50,39,5,2,10,4,7,7,100,17,2.5649493574615367,4.3694478524670215
12,London,AXA Cup,2/21/00,3,federer r.,kiefer n.,66,4,0,0,6,2,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,kiefer n.,federer r.,4,66,0,0,0,0,0,0.5,0.5,0.5,3,0,8,5,70,0,0.6666666666666666,0.5,0.5571428571428572,0.5,0.5925925925925926,0.5655737704918032,70,122,7,0,20,12,7,14,189,0,1.6094379124341005,4.204692619390966
12,London,AXA Cup,2/21/00,3,hrbaty d.,pavel a.,21,63,0,0,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,pavel a.,hrbaty d.,63,21,0,0,0,0,0,0.5,0.5,0.5,1,3,3,4,33,73,0,0.6666666666666666,0.4545454545454545,0.5205479452054794,0.5308641975308642,0.5,33,96,3,7,8,9,7,7,81,73,4.1588830833596715,3.091042453358316
12,London,AXA Cup,2/21/00,3,ivanisevic g.,black w.,61,142,0,0,7,5,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ivanisevic g.,black w.,61,142,0,0,1,0,0,0.5,0.5,0.5,1,0,4,2,27,0,0,0.5,0.4814814814814814,0.5,0.5333333333333333,0.4848484848484848,27,33,3,0,11,4,7,14,105,0,4.127134385045092,4.962844630259907
12,London,AXA Cup,2/21/00,3,kafelnikov y.,medvedev a.,3,36,0,0,6,3,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,kafelnikov y.,medvedev a.,3,36,0,0,1,0,0,0.5,0.5,0.5,5,1,7,1,115,21,0.6,0,0.5391304347826087,0.3809523809523809,0.5121951219512195,0.3809523809523809,115,21,12,2,17,2,7,7,164,21,1.3862943611198906,3.610917912644224
12,London,AXA Cup,2/21/00,3,kucera k.,novak j.,33,39,0,0,7,5,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,kucera k.,novak j.,33,39,0,0,1,0,0,0.5,0.5,0.5,1,2,1,5,20,40,0,0.5,0.35,0.55,0.35,0.5192307692307693,20,104,2,4,2,12,7,7,20,40,3.5263605246161616,3.688879454113936
12,London,AXA Cup,2/21/00,3,pioline c.,martin a.,10,50,0,0,7,5,7,6,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,martin a.,pioline c.,50,10,0,0,0,0,0,0.5,0.5,0.5,1,5,3,5,16,136,0,1,0.25,0.5661764705882353,0.4444444444444444,0.5661764705882353,16,136,2,13,8,13,7,7,72,136,3.9318256327243257,2.3978952727983707
12,London,AXA Cup,2/21/00,3,rosset m.,ljubicic i.,72,69,0,0,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ljubicic i.,rosset m.,69,72,0,0,0,0,0,0.5,0.5,0.5,0,2,3,7,0,48,0.5,1,0.5,0.5416666666666666,0.5405405405405406,0.5705521472392638,0,163,0,5,7,17,14,14,74,48,4.248495242049359,4.290459441148391
12,London,AXA Cup,2/21/00,3,kafelnikov y.,rusedski g.,3,15,0,0,6,3,7,6,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,kafelnikov y.,rusedski g.,3,15,0,0,1,1,1,1,0.5454545454545454,0.6666666666666666,6,4,8,4,134,98,0.6666666666666666,0.75,0.5522388059701493,0.5510204081632653,0.5245901639344263,0.5510204081632653,134,98,14,9,19,9,7,7,183,98,1.3862943611198906,2.772588722239781
12,London,AXA Cup,2/21/00,3,rusedski g.,clement a.,15,54,0,0,6,3,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,clement a.,rusedski g.,54,15,0,0,0,0,0,0.5,0.5,0.5,0,5,2,5,0,120,0.5,0.6,0.5,0.525,0.5319148936170213,0.525,0,120,0,11,5,11,14,7,47,120,4.007333185232471,2.772588722239781
12,London,AXA Cup,2/21/00,3,santoro f.,safin m.,34,37,0,0,4,6,6,2,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,santoro f.,safin m.,34,37,0,0,1,0,0,0.5,0.5,0.5,2,1,6,2,42,30,0.5,0,0.4761904761904761,0.4333333333333333,0.5185185185185185,0.3958333333333333,42,48,4,3,13,5,7,7,135,30,3.5553480614894135,3.6375861597263857
12,London,AXA Cup,2/21/00,3,saulnier c.,schuettler r.,163,53,0,0,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,schuettler r.,saulnier c.,53,163,0,0,0,0,0,0.5,0.5,0.5,3,0,4,1,88,0,0.6666666666666666,0.5,0.5227272727272727,0.5,0.4857142857142857,0.40625,88,32,9,0,11,3,7,14,105,0,3.9889840465642745,5.099866427824199
12,London,AXA Cup,2/21/00,3,golmard j.,ferrero j.c.,43,26,0,0,6,2,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,golmard j.,ferrero j.c.,43,26,0,0,1,0,0,0.5,0.5,0.5,4,0,7,5,78,0,0.75,0.5,0.5641025641025641,0.5,0.5345911949685535,0.5476190476190477,78,126,8,0,16,12,7,14,159,0,3.784189633918261,3.295836866004329
12,London,AXA Cup,2/21/00,3,vacek d.,johansson t.,44,41,0,0,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,vacek d.,johansson t.,44,41,0,0,1,0,0,0.5,0.5,0.5,1,1,2,3,18,17,0,0,0.3333333333333333,0.2941176470588235,0.3142857142857143,0.4339622641509434,18,53,2,2,4,6,7,7,35,17,3.80666249,3.737669618283368
12,London,AXA Cup,2/21/00,3,tarango j.,bjorkman j.,77,68,0,0,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,tarango j.,bjorkman j.,77,68,0,0,1,0,0,0.5,0.5,0.5,0,2,1,3,0,43,0.5,0.5,0.5,0.5116279069767442,0.3793103448275862,0.4603174603174603,0,63,0,4,3,6,14,7,29,43,4.356708826689592,4.234106505
