timestamp,scrape_time_utc,source,event,tourney_level,tourney_name,bucket_index,match_index,player1_raw,player2_raw,player1_normalized,player2_normalized,match_time,match_time_raw,is_live,player1_odds_american,player2_odds_american,player1_odds_decimal,player2_odds_decimal,player1_implied_prob,player2_implied_prob,spread_handicap,spread_odds_p1,spread_odds_p2,total_games,total_odds_over,total_odds_under,has_win,has_spread,has_total,is_bettable_row,row_key
2026-07-24 12:28:30,2026-07-24 12:28:30,bovada,Challenger - Bloomfield Hills (4),Challenger,Bloomfield Hills,14,1,Michael Zheng,Adam Walton,michael zheng,adam walton,7/24/26 11:00 AM,7/24/26 11:00 AM,False,-130,EVEN,1.7692307692307692,2.0,0.5652173913043479,0.5,-0.5,(-115),(-115),22.5,(-115),(-115),True,True,True,True,Challenger - Bloomfield Hills (4)|adam walton|michael zheng|7/24/26 11:00 AM|-130|EVEN
2026-07-24 12:28:30,2026-07-24 12:28:30,bovada,Challenger - Bloomfield Hills (4),Challenger,Bloomfield Hills,14,2,Jacob Fearnley,J.J. Wolf,jacob fearnley,jj wolf,7/24/26 12:10 PM,7/24/26 12:10 PM,False,-210,+160,1.4761904761904763,2.6,0.6774193548387096,0.3846153846153846,-3.0,(-120),(-110),22.0,(-110),(-120),True,True,True,True,Challenger - Bloomfield Hills (4)|jacob fearnley|jj wolf|7/24/26 12:10 PM|-210|+160
2026-07-24 12:28:31,2026-07-24 12:28:31,bovada,Challenger - Bloomfield Hills (4),Challenger,Bloomfield Hills,14,3,Dhakshineswar Suresh,Andres Martin,dhakshineswar suresh,andres martin,7/24/26 1:20 PM,7/24/26 1:20 PM,False,-165,+125,1.606060606060606,2.25,0.6226415094339623,0.4444444444444444,-2.0,(-115),(-115),22.5,(-120),(-110),True,True,True,True,Challenger - Bloomfield Hills (4)|andres martin|dhakshineswar suresh|7/24/26 1:20 PM|-165|+125
2026-07-24 12:28:31,2026-07-24 12:28:31,bovada,Challenger - Bloomfield Hills (4),Challenger,Bloomfield Hills,14,4,Alex Michelsen,Mark Lajal,alex michelsen,mark lajal,7/24/26 2:30 PM,7/24/26 2:30 PM,False,-350,+250,1.2857142857142856,3.5,0.7777777777777779,0.2857142857142857,-3.5,(-125),(-105),22.0,(-115),(-115),True,True,True,True,Challenger - Bloomfield Hills (4)|alex michelsen|mark lajal|7/24/26 2:30 PM|-350|+250
2026-07-24 12:28:32,2026-07-24 12:28:32,bovada,Challenger - Winnipeg (4),Challenger,Winnipeg,17,1,Rio Noguchi,Charles Broom,rio noguchi,charles broom,7/24/26 1:30 PM,7/24/26 1:30 PM,False,-130,EVEN,1.7692307692307692,2.0,0.5652173913043479,0.5,-1.0,(-115),(-115),22.0,(-115),(-115),True,True,True,True,Challenger - Winnipeg (4)|charles broom|rio noguchi|7/24/26 1:30 PM|-130|EVEN
2026-07-24 12:28:32,2026-07-24 12:28:32,bovada,Challenger - Winnipeg (4),Challenger,Winnipeg,17,2,Yu Hsiou Hsu,Toby Samuel,yu hsiou hsu,toby samuel,7/24/26 2:40 PM,7/24/26 2:40 PM,False,+350,-550,4.5,1.1818181818181819,0.2222222222222222,0.8461538461538461,+5.0,(-110),(-120),19.5,(-120),(-110),True,True,True,True,Challenger - Winnipeg (4)|toby samuel|yu hsiou hsu|7/24/26 2:40 PM|+350|-550
2026-07-24 12:28:33,2026-07-24 12:28:33,bovada,Challenger - Winnipeg (4),Challenger,Winnipeg,17,3,Shintaro Mochizuki,Johannus Monday,shintaro mochizuki,johannus monday,7/24/26 6:00 PM,7/24/26 6:00 PM,False,-185,+140,1.5405405405405406,2.4,0.6491228070175439,0.4166666666666667,-2.5,(-120),(-110),22.0,(-120),(-110),True,True,True,True,Challenger - Winnipeg (4)|johannus monday|shintaro mochizuki|7/24/26 6:00 PM|-185|+140
2026-07-24 12:28:33,2026-07-24 12:28:33,bovada,Challenger - Winnipeg (4),Challenger,Winnipeg,17,4,Liam Draxl,Clement Chidekh,liam draxl,clement chidekh,7/24/26 7:00 PM,7/24/26 7:00 PM,False,-135,+105,1.7407407407407407,2.05,0.574468085106383,0.48780487804878053,-1.0,(-115),(-115),22.0,(-115),(-115),True,True,True,True,Challenger - Winnipeg (4)|clement chidekh|liam draxl|7/24/26 7:00 PM|-135|+105
2026-07-24 12:28:33,2026-07-24 12:28:33,bovada,ITF Men's - ITF Men Segrate (1),ITF,ITF Men Segrate,21,1,Gabriele Bosio,Yanis Ghazouani Durand,gabriele bosio,yanis ghazouani durand,7/24/26 8:48 AM,7/24/26 8:48 AM,False,+105,-150,2.05,1.6666666666666665,0.48780487804878053,0.6000000000000001,+1.5,(-120),(-120),21.0,(-125),(-115),True,True,True,True,ITF Men's - ITF Men Segrate (1)|gabriele bosio|yanis ghazouani durand|7/24/26 8:48 AM|+105|-150
2026-07-24 12:28:34,2026-07-24 12:28:34,bovada,ITF Men's - ITF Men Kursumlijska Banja (2),ITF,ITF Men Kursumlijska Banja,22,1,Branko Djuric,Nikita Bilozertsev,branko djuric,nikita bilozertsev,7/24/26 9:00 AM,7/24/26 9:00 AM,False,-255,+175,1.392156862745098,2.75,0.7183098591549296,0.36363636363636365,-4.0,(-115),(-125),20.5,(-120),(-120),True,True,True,True,ITF Men's - ITF Men Kursumlijska Banja (2)|branko djuric|nikita bilozertsev|7/24/26 9:00 AM|-255|+175
2026-07-24 12:28:34,2026-07-24 12:28:34,bovada,ITF Men's - ITF Men Kursumlijska Banja (2),ITF,ITF Men Kursumlijska Banja,22,2,Dusan Obradovic,Elgin Khoeblal,dusan obradovic,elgin khoeblal,7/24/26 9:00 AM,7/24/26 9:00 AM,False,-150,+105,1.6666666666666665,2.05,0.6000000000000001,0.48780487804878053,-1.5,(-125),(-115),21.5,(-120),(-120),True,True,True,True,ITF Men's - ITF Men Kursumlijska Banja (2)|dusan obradovic|elgin khoeblal|7/24/26 9:00 AM|-150|+105
2026-07-24 12:28:35,2026-07-24 12:28:35,bovada,ITF Men's - ITF Men Metzingen (1),ITF,ITF Men Metzingen,23,1,Johan Nikles,Yannik Kelm,johan nikles,yannik kelm,7/24/26 9:00 AM,7/24/26 9:00 AM,False,EVEN,-140,2.0,1.7142857142857144,0.5,0.5833333333333333,+1.5,(-120),(-120),21.5,(-115),(-125),True,True,True,True,ITF Men's - ITF Men Metzingen (1)|johan nikles|yannik kelm|7/24/26 9:00 AM|EVEN|-140
2026-07-24 12:28:36,2026-07-24 12:28:36,bovada,ITF Men's - ITF Men Rognac (3),ITF,ITF Men Rognac,24,1,Lucas Marionneau,Hugo Car,lucas marionneau,hugo car,7/24/26 9:00 AM,7/24/26 9:00 AM,False,-160,+115,1.625,2.15,0.6153846153846154,0.46511627906976744,-2.0,(-120),(-120),21.5,(-125),(-115),True,True,True,True,ITF Men's - ITF Men Rognac (3)|hugo car|lucas marionneau|7/24/26 9:00 AM|-160|+115
2026-07-24 12:28:36,2026-07-24 12:28:36,bovada,ITF Men's - ITF Men Rognac (3),ITF,ITF Men Rognac,24,2,Mathieu Scaglia,Julio Cesar Porras,mathieu scaglia,julio cesar porras,7/24/26 9:00 AM,7/24/26 9:00 AM,False,+150,-215,2.5,1.4651162790697674,0.4,0.6825396825396826,+3.5,(-120),(-120),21.0,(-120),(-120),True,True,True,True,ITF Men's - ITF Men Rognac (3)|julio cesar porras|mathieu scaglia|7/24/26 9:00 AM|+150|-215
2026-07-24 12:28:37,2026-07-24 12:28:37,bovada,ITF Men's - ITF Men Rognac (3),ITF,ITF Men Rognac,24,3,Alexandre Reco,Loan Lestir,alexandre reco,loan lestir,7/24/26 10:00 AM,7/24/26 10:00 AM,False,-350,+230,1.2857142857142856,3.3,0.7777777777777779,0.30303030303030304,-4.0,(-130),(-110),20.5,(-120),(-120),True,True,True,True,ITF Men's - ITF Men Rognac (3)|alexandre reco|loan lestir|7/24/26 10:00 AM|-350|+230
2026-07-24 12:28:37,2026-07-24 12:28:37,bovada,ITF Men's - ITF Men Ollersbach (1),ITF,ITF Men Ollersbach,25,1,Filip Jeff Planinsek,Bor Artnak,filip jeff planinsek,bor artnak,7/24/26 9:06 AM,7/24/26 9:06 AM,False,-125,-115,1.8,1.8695652173913042,0.5555555555555556,0.5348837209302326,-0.5,(-115),(-125),22.0,(-125),(-115),True,True,True,True,ITF Men's - ITF Men Ollersbach (1)|bor artnak|filip jeff planinsek|7/24/26 9:06 AM|-125|-115
